9,7200175
9,3140203
9,2410319
9,2205250
9,4910040
9,4990246
9,6160336
9,9230016
9,2865030
9,2840055
9,5445033
9,2615630
9,9230112
9,4540412
9,2640051
9,4970091
9,8950253
9,7800199
9,4860336
9,4990580
9,3660043
9,7800740
9,7780089
9,2300255
9,7520406
9,7555228
9,3660068
9,3250177
9,2600818
9,5300473
9,6100883
9,5340091
9,7800086
9,5060282
9,4550597
9,4730591
9,7570661
9,5200541
9,4970310
9,3350107
9,2205211
9,4990306
9,3360135
9,5340141
9,3040787
9,3105009
9,8550041
9,5300802
9,7300290
9,5030410
9,3840571
9,3105427
9,3570150
9,3640043
9,9350055
9,9240118
9,3330238
9,9960474
9,3260359
9,3465102
9,4950089
9,4950327
9,4540033
9,2240042
9,4690435
9,6120664
9,5085217
9,8005510
9,3105319
9,7040203
9,6160518
9,3240583
9,7200031
9,7250270
9,4970322
9,4970168
9,8100033
9,6110113
9,5320084
9,7570410
9,5300411
9,2460362
9,3320391
9,4540206
9,7330308
9,3320151
9,5000376
9,6160577
9,3250371
9,4890564
9,7800341
9,7040269
9,6320282
9,3040690
9,2000341
9,2230835
9,8600078
9,2090201
9,3230245
9,3200386
9,7150309
9,7630574
9,5100677
9,5340081
9,2500764
9,6300151
9,3100356
9,4550748
9,3200103
9,2300094
9,4980016
9,2820512
9,7630085
9,6120035
9,6100662
9,7570109
9,2525351
9,3750989
9,4870219
9,8670140
9,5120143
9,3600623
9,9580318
9,3420421
9,9240038
9,2100054
9,6150327
9,4880194
9,4980524
9,4980792
9,3550074
9,7520432
9,3770031
9,3720471
9,4540179
9,2480098
9,6420671
9,8550325
9,3740011
9,4820405
9,2975161
9,4540575
9,4850283
9,2550367
9,1750380
9,9230999
9,3200077
9,2305426
9,4970770
9,2100675
9,2540397
9,2125365
9,9880393
9,4540449
9,9850212
9,6300245
9,4960252
9,4600530
9,3850533
9,5000105
9,4690547
9,2100625
9,8300038
9,4690712
9,3060819
9,6100034
9,3320015
9,3430412
9,6360182
9,4890101
9,3100068
9,4660207
9,7470068
9,3420070
9,6100866
9,5120441
9,7050047
9,2350203
9,4960078
9,5425013
9,4860411
9,4930371
9,2810438
9,3130534
9,2070371
9,4950100
9,3420997
9,6100064
9,3350076
9,2530459
9,2665183
9,3130044
9,2435173
9,5400727
9,2305177
9,4825221
9,8950276
9,3700892
9,3530073
9,9760460
9,7340152
9,4540376
9,2000548
9,4550073
9,3670176
9,8900042
9,2565201
9,3660418
9,4920042
9,3640150
9,6100013
9,2560178
9,8100365
9,3680263
9,3850484
9,8375214
9,4550413
9,5060056
9,8100050
9,3250280
9,4970523
9,6150713
9,5060283
9,4940103
